Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Japan	JPN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																				2.626690981	2.855799163	2.337982869	-0.2718728	0.386252766	2.457314229	1.427187551	1.218084957	1.566755488	1.829576992	1.661578467	0.908145399	1.462577977	-1.276493108	-2.334183302	1.138523493	0.915668457	1.655688111	1.906498988	-0.424050495	0.942942614	0.084313745	-1.242263825		
Kazakhstan	KAZ	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																-20.60355275	3.966575401	0.416576562	6.76860103	0.452399595	3.879823144	0.298854503	0.3	-0.400000003	8.400000002	12.3	9.799999999	11	10.8	10.4	10.9	13.2	4.2	-1.5	7.099999999	9	10.4	6.899999999	5.7	3.1	0.9	2.500000001	3.899999999	
Kenya	KEN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																6.860662807	2.808709393	6.403994331	7.676664684	6.208275684	4.979213147	5.402604232	6.292610715	6.380337337	6.437702486	6.039780325	6.661327195	
Kyrgyz Republic	KGZ	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																													10.47063682	0.867703525	40.85870244	-8.354314104	-9.167833482	-15.22141594	-16.58109442	-4.601305316	-0.9018245	-0.182506006	3.86056578	3.138633492	5.267783028	3.602348008	4.205357324	7.429435145	11.68448829	8.383980105	9.393166511	12.46816087	10.82799454	2.439192266	-1.198768275	6.941656244	6.29049319	4.824917421	4.524229221	3.602185271	3.28168159	3.299853692	2.069661679	
Cambodia	KHM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																				8.278291169	9.187702804	2.943891177	4.961665726	14.58553735	8.876615152	11.10768939	7.689696199	5.885143177	13.19497444	13.08903486	10.1131382	10.14146972	9.025140815	2.320361753	3.306456077	4.991190376	8.102891348	8.679819622	8.733792324	7.06323286	6.783739199	7.016024325	6.734641461	
Kiribati	KIR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																								5.571401836	-23.36492911	1.826036064	10.01910434	-3.556253234	12.42155115	-5.245188469	7.179975204	6.967531819	4.540480374	3.449616576	9.149922422	-7.772802079	18.84029945	7.653244529	9.597661757	1.769706073	1.363639413	5.025759549	0.584561673	5.429463958	3.064002957	5.885168071	3.878688342	1.118041205	1.642344281	1.899593498	-0.118926419	-1.090454613	2.330805811	2.615482572	-0.296540331	7.187689639	6.619562518	3.275956249		
St. Kitts and Nevis	KNA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																			3.901269572	6.392805093	4.869352321	3.870443322	3.904346207	1.516031956	12.63731928	10.20197827	10.12562328	4.28817586	6.846103586	4.67127941	6.585477256	5.513515728	4.797678091	6.105247203	6.449798779	1.16478304	5.31637353	6.269218123	-2.086768062	1.662999418	1.239878213	-0.340545752	3.884577838	2.134511054	7.151143353	9.648616533	5.206297008	3.144840387	6.386299294	-1.879476156	6.792049163	1.456333158	0.125514419	2.685680423	4.491746758	1.106705374	3.872038545	0.186081633	4.133299237	
"Korea, Rep."	KOR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		0.925959461	7.414473684	5.779606564	1.397537597	6.72941152	11.04258372	12.78066387	15.81739657	14.17730263	13.64900625	11.80976403	7.984070228	11.17399271	6.855270352	7.591864534	9.579543723	10.37839655	10.23316026	7.90420004	5.608499236	5.842135371	9.324620551	9.894295863	9.163301375	8.721023023	10.20538431	11.99444126	12.38432466	9.19411686	9.340713388	10.21254696	7.960276444	8.151919508	9.474270757	8.974195233	7.586818258	6.728126447	-2.68040123	8.915450438	7.307775277	5.254580102	8.082657511	2.142381535	2.759571535	3.903199359	4.561400772	5.172534229	3.241801794	1.480595967	4.412479507	3.093174856	2.762425727	2.85946901	3.298393118	2.810722213	2.479959527	2.114478273	2.821433452	
Kuwait	KWT	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																				1.538510973	2.45507883	4.5355144	3.334712209	0.846376878	1.844133308	0.254461427	2.819740964	
Latin America & Caribbean (excluding high income)	LAC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	2.921577315	3.302107253	4.07243045	1.122555264	3.77285583	4.191507753	2.430006005	1.097783643	3.798257027	1.110470988	1.08616337	1.362185192	5.240904687	4.553625036	5.528162238	5.983597467	4.465682945	0.439519926	5.45608799	4.35237038	4.249924908	3.021984501	1.685802066	0.674027289	0.485993021	1.818205214	2.001618345	
Lao PDR	LAO	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																						9.732055664	8.111990197	8.01611732	4.651107407	4.512664133	6.789182598	
Lebanon	LBN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	16.19015865	10.01551517	8.178287454	4.038866717	12.56811522	0.202990978	1.774493619	-2.048956416	3.603345132	4.886588147	-0.846349313	1.001852639	20.40106742	3.693250495	2.489903649	6.848220542	8.329828992	9.739598933	8.831943329	1.173217924	2.395079723	2.601010681	2.508256877	1.700125724	0.729288303	0.605929006	1.872330141	
Liberia	LBR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																										-1.429449562	31.07123056	-33.23319707	46.4739318	9.020166185	13.43003428	12.24458935	-0.435381213	97.46583676	11.97771588	12.68656716	9.492273731	3.830645161	-1.553398058	6.903353057	20.4797048	1.071975498	-4.57030303	
Libya	LBY	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
St. Lucia	LCA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																			9.591952009	0.262578143	-0.816405694	8.031374788	3.489233167	5.618663658	3.448063057	6.867167019	8.834069968	6.746145245	4.926791085	11.72001963	17.85906844	1.982031278	3.067374305	2.425822275	6.145798669	0.639872847	3.399477003	3.381221227	3.085534341	4.177599159	2.286504187	0.864565533	-1.264834606	4.481082731	4.109517418	3.749931633	2.412808553	6.573333558	2.811223509	0.444335311	1.726093392	1.7714166	-3.141604032	-0.923653218	1.631860335	1.205873124	1.389941094	2.453905392	3.194910014	
Latin America & Caribbean	LCN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	3.18971966	3.401677854	4.097952963	1.334815398	3.911137425	4.833976099	2.579345903	1.138648867	3.801828866	1.209161215	1.121897938	1.472888488	5.351187641	4.661825358	5.586843994	6.08685124	4.539494761	0.367987963	5.500014736	4.536942166	4.333049743	3.068133838	1.752012472	0.828416955	0.615850844	1.832306195	2.082565145	
Least developed countries: UN classification	LDC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																2.73953649	1.925298554	1.001065227	1.997325362	4.611974413	1.826060057	4.916540798	4.779314696	4.151616378	3.696859141	5.295869669	3.873081073	6.650941402	6.763055294	7.716191201	8.560363872	7.944746587	6.86104814	6.493240446	6.37815342	6.480494404	5.135053781	6.958685152	6.147407376	4.195663183	3.971551051	4.833430506	5.074608248	
Low income	LIC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																0.602293005	0.554276445	-2.741375244	-0.369546976	4.489058489	2.989281276	5.52088456	4.945837129	3.365135591	3.358154247	4.732401216	2.978142864	6.739319939	6.994130431	6.700437564	7.392749764	9.39721037	6.048251797	7.060369977	6.664134641	5.786792303	5.691819596	8.225019403	5.067007767	5.228608877	4.47831798	4.336772325	5.208221218	
Liechtenstein	LIE	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Sri Lanka	LKA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		-0.887061021	4.921924777	0.411820765	9.319956025	9.126313366	3.201927969	1.163921342	6.115269724	4.252621562	1.630760222	1.905652986	6.066461773	5.285280509	5.642495465	6.442341067	1.423675739	5.22084533	6.479900848	6.717168913	7.794705973	6.991574844	7.632710101	6.54272105	6.766808127	3.102172167	4.221091715	2.541554253	2.19888293	3.11896711	4.89217727	6.156584522	5.836029627	6.478459368	5.35400056	5.597473404	5.790578499	6.79238932	4.920750804	4.039923508	6.660556458	-0.656977316	5.965736818	7.613768033	6.733468236	6.397660032	7.737647974	7.116615543	5.649349237	3.282241492	8.025530837	8.927030291	11.22055539	3.773057832	4.831457462	5.980634771	4.758161155	3.578497437	4.702257538	
Lower middle income	LMC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG			3.829068061	4.963580267	4.555608649	4.348750923	3.799664078	3.379726405	3.259430395	4.710625605	5.505340494	3.759022513	4.469887299	5.489652642	5.443325775	7.726700616	5.766512219	6.829811593	7.039365279	3.763222044	6.091590349	5.631944709	5.45304999	4.81442214	3.402983986	4.797240533	5.649479952	5.265202202	5.909485081	6.410616274	5.082763841	3.864503577	4.614892669	2.498420687	1.967109009	4.731187205	4.305398557	5.498005866	0.994075283	5.472708296	3.773542958	6.462138597	5.585974916	6.295108364	8.285754159	7.676346288	7.330366742	8.484658632	7.005443952	5.89336385	7.061739337	5.847130533	6.588626713	6.527093403	6.847353336	6.135566511	5.80335173	5.949350722	5.997367117	
Low & middle income	LMY	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						4.424431285	2.839582103	3.552985972	4.145654779	4.015369124	2.626308881	5.638880406	4.502314881	3.523575023	4.467204962	2.956677298	2.207852098	1.042997642	3.295016811	2.373281391	4.698392143	5.037763609	2.249972202	3.344199904	5.335930463	4.062281971	4.925210097	5.067668809	7.194808672	7.520039766	8.374006675	9.847641695	6.320515658	3.292371845	6.68071204	6.249259382	6.215436634	5.508168201	4.856112476	4.364556329	4.264650105	5.237156662	5.149713704	
Lesotho	LSO	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG												0	10.23948141	-5.320035598	32.60849941	-7.047088342	-4.957257463	20.21304743	4.667471939	22.71810873	-4.769891097	7.468981442	2.991574091	0.064915133	4.983208461	6.036280017	1.794307874	4.334266659	3.503820006	5.369172651	4.878190873	5.409453015	2.768104735	2.245639444	3.757908886	5.912422185	0.593630247	6.494353778	7.793924852	0.649125404	-3.684305961	3.765067674	1.645133413	4.704031949	3.295288773	2.380746107	2.878415098	4.826178231	4.508192628	7.032134829	7.304154909	8.068597132	6.980575789	5.584826133	4.973334943	3.771124081	1.580775626	-2.667441605	1.387844316	
Late-demographic dividend	LTE	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	0.927169898	-1.292835751	4.73224739	2.414096515	5.645587033	4.755065388	2.490667119	4.17020204	6.261318486	4.946686879	6.071017079	5.399446773	7.106136455	7.805327171	9.158714762	11.51560868	7.010497962	3.48754902	6.456333543	6.200759067	6.111509934	5.370850558	4.804270319	4.065633788	4.199077166	5.193812088	5.384708762	
Lithuania	LTU	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					4.487959733	9.050707164	6.720134656	1.67381039	4.622664625	5.37207063	6.747975454	8.158260299	5.21957717	7.324314472	5.945122288	10.98320344	3.070812942	-10.81994884	1.008743417	4.218524017	4.309575729	3.472704709	2.482622895	2.261864	3.669995827	4.006214711	3.999593122	
Luxembourg	LUX	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					1.508381717	5.260167072	6.937639651	8.159962159	8.521565691	4.515164842	3.311135967	1.1155625	3.39131846	3.753037656	8.08191219	7.185490848	1.203169614	-3.583607442	5.441031668	2.479936484	-0.641784715	3.17574062	4.151376085	4.404063728	4.407213806	1.899309839	2.291336243	
Latvia	LVA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					2.883972172	7.569606902	7.502787666	5.345423397	5.995940468	6.931399953	5.702458033	9.797717483	8.899335554	12.6679795	10.91649023	10.34966176	-0.625492919	-8.445719174	-4.740112226	6.00699873	3.164753197	2.453345159	2.179650927	2.469264634	2.440218343	2.855603956	3.58811265	
"Macao SAR, China"	MAC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																		5.203078239	32.59551257	24.29967649	9.437379112	13.23259557	-3.569446686	-22.88509421	0.826522451	11.31309915	6.772540034	
St. Martin (French part)	MAF	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Morocco	MAR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						2.950631961	5.295668271	3.752509947	6.267902884	3.667899742	3.791870062	3.230237695	6.557869173	4.587523319	3.394912302	4.850370165	4.957150695	0.304673559	3.607755401	1.628515511	3.286733192	1.719429542	4.314121596	5.273988645	5.368933695	6.081458136	2.442734212	4.522337239	5.645754828	6.442200507	5.487342778	7.003567995	4.428131592	3.672412525	2.929055759	6.19143971	6.30397702	1.945214347	2.347303466	1.674633259	2.927942051	2.744445565	2.690357406	
Monaco	MCO	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																				6.881957169	1.419183883	7.991417207	8.868427429					
Moldova	MDA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					5.460016397	-0.299848922	2.330922877	8.103907179	-8.216814898	3.56524181	9.744831029	6.627565133	2.642763098	8.348416493	7.176134246	13.29034552	3.624141636	-1.855778514	5.33883441	4.381736292	2.657404469	3.991183872	3.258779419	1.432548066	3.924828652	3.507444695	5.189710864	
Madagascar	MDG	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																										0.961807623	0.167343945	-0.383572696	4.587618442	4.001473167	3.702497637	-6.544851178	0.606465368	2.238171688	0.420274397	1.182071948	1.987806854	4.757541777	4.54013315	5.25057129	4.576205219	5.795025128	-15.9031741	9.611184007	4.849161701	5.288001902	5.62357856	6.523133806	4.520158285	-3.244024709	0.078608387	0.633023096	2.473947525	0.831552477	2.922828936	1.195602362	4.262412601	4.717613583	0.909054437	
Maldives	MDV	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					8.732011252	8.226505937	6.775311142	5.766499733	5.095275083	-7.354839391	6.127475387	16.40079147	4.625944344	-17.66087336	30.65465607	10.58981303	10.94182831	-3.658488766	7.303179007	6.940377035	2.593925425	8.782712984	6.961045425	2.368195553	6.688905828	6.016542413	6.542372437	
Middle East & North Africa	MEA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					4.126405044	4.632817906	3.883947392	2.734848436	2.934573545	5.780968622	4.656597247	5.222113913	7.505709241	6.556560109	6.337055316	9.059417707	4.387018937	3.055880243	5.389808761	4.962662441	4.481212254	5.101640544	3.349161551	1.901039314	2.803649186	2.929805114	3.045868804	
Mexico	MEX	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG							5.821395246	5.91572066	10.64437684	2.648195585	6.666056383	4.97933969	9.080869428	7.253668376	6.306008451	7.035611167	4.813797956	3.672786886	7.934518385	10.06722489	9.23972533	8.577103313	0.709170872	-1.268675731	3.111212161	0.842440977	-1.981390625	1.37997995	1.270555025	3.845846611	4.433275534	4.891739921	3.879094337	2.849444042	4.662804241	-3.584344361	3.975123047	6.580293551	4.826433138	3.538146299	5.734842519	0.327503375	0.878549117	1.122768431	4.043964423	2.698556768	4.416400267	3.058093382	2.343987696	-4.120992449	5.651090132	4.488542736	4.080008454	2.176108027	2.663344059	4.250784371	3.87033761	3.083604826	2.891658117	
Marshall Islands	MHL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																							-3.613761843	-2.977399756	6.219342157	5.736740894	3.329959532	2.227223759	1.199889876	2.906707717	-4.341613761	5.235829404	-7.195226349	3.170050499	3.129573007	-0.729564559	2.698183243	2.536265579	0.331664124	4.152666376	2.34609455	5.399257743	2.783454331	
Middle income	MIC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						4.404109505	2.841335391	3.625421026	4.197817064	4.053460284	2.597186849	5.61990705	4.511139617	3.5420758	4.447547894	2.989195795	2.226619736	1.085101759	3.333240558	2.352206395	4.715504014	5.033028663	2.223033932	3.343985134	5.356103674	4.055531736	4.945142375	5.050109353	7.196948976	7.528764572	8.384359562	9.852436831	6.323469421	3.249613091	6.680908127	6.254716811	6.221588463	5.476407874	4.853582838	4.353999205	4.262097578	5.247935173	5.149115697	
North Macedonia	MKD	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																-2.96866865	-2.470520775	-0.553881518	0.536850265	1.729506644	0.538427504	-3.725576493	3.600502927	6.308382592	0.827224693	-1.74066539	-0.007307671	-2.972612501	4.866367893	2.95622819	4.51950468	12.84763939	3.89733934	-3.458909146	4.875723594	-4.662168494	3.836437804	2.628315568	3.770252134	4.850135998	4.68512231	2.944082277	3.273665538	
Mali	MLI	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG										3.708410196	0.23099942	6.136954863	2.568996024	5.844016431	-1.455115802	-1.528826102	11.62504914	13.62343853	6.348647194	-1.463476332	10.39567721	-4.325839869	1.508804297	-7.378433046	1.820873772	-0.287011156	20.28663494	2.692620881	-0.139164289	7.389721044	4.177388109	-2.502395101	11.74520379	-3.2186625	3.172168181	3.779934062	0.921022397	7.055785394	4.829024348	7.571667634	-0.779546469	10.47454548	2.684781127	5.344778136	3.688173041	6.319317437	5.79877738	8.179846593	5.31827977	0.426260643	11.86200194	9.715694865	-3.737221887	8.720419192	5.203514738	6.969997209	6.224538107	5.349635298	4.700931108	
Malta	MLT	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Myanmar	MMR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																				8.529579629	12.03802674	10.31420692	9.131950623	8.663129089	8.0670944	8.344893498	7.665	
Middle East & North Africa (excluding high income)	MNA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						-7.349764555	-0.104059971	7.251671357	0.022354759	3.615498037	-9.067386891	-4.327718065	-4.888412572	5.903987522	7.756995535	8.185461676	4.425716715	1.664884494	2.906271906	3.014803459	5.309854616	4.522824566	4.03367392	2.094708646	1.426537728	7.836397502	4.578041038	5.758957821	7.137708473	6.814978172	6.279388791	9.420411109	2.94528318	3.425346448	5.72301544	4.203534205	3.967984631	4.105016618	1.702959671	0.497511222	2.810286907	3.436690564		
Montenegro	MNE	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																										-4.067726175	0.168234008	-4.355126141	1.061968355	2.163653613	10.05378571	7.833578042	4.702385944	-1.478409151	2.172463851	4.957845796	0.445239554	2.030679346	2.340341362	4.35745061	1.216815579	5.09661416	4.261266548	
Mongolia	MNG	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																				17.79002835	10.26616996	7.843627379	7.776639746	0.637864469	1.120285104	7.692373273	5.03247211	
Northern Mariana Islands	MNP	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Mozambique	MOZ	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	5.038303735	5.431443253	12.65077709	-7.871804938	4.57573622	9.810783368	5.68641915	5.36272115	7.558633849	12.18388707	5.537158586	4.673447204	6.522710419	7.659939836	10.68650311	8.070649547	9.840537783	6.302066582	10.41801681	9.948452155	11.15061215	5.943500414	9.989618047	7.360176728	2.365198363	1.564666591	3.019501924	
Mauritania	MRT	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG						111.3463776	-4.74038542	-15.13427265	-6.082454206	116.4770856	76.20099512	17.47100897	-37.9392434	16.48906087	11.99462071	30.28309007	10.42159256	4.681047294	3.263712931	-0.126777238	10.64992069	-4.001391664	-10.24804433	1.163904456	-12.5365331	-21.26993735	23.43689119	22.87484798	-0.036786603	3.943251716	-1.792558892	-0.764970839	-1.328341445	-2.608328821	12.72168052	-3.285024677	5.042389763	25.55006409	6.35983353	9.670219346	6.56575151	5.200184077	10.80708661	9.739247153	6.424594538	5.967919146	8.424896211	12.31609346	-5.676152647	-0.158861745	7.988862549	6.21288046	7.481031435	2.196673638	11.285045	2.15963503	2.974398809	3.111641941	8.431384503	
Mauritius	MUS	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																		9.224132806	4.122920784	4.299420978	-2.018622449	3.197850627	2.693633511	4.686466088	3.657666473	2.603601224	4.026526213	9.408119593	7.453804984	6.643643192	6.062172701	5.060803723	6.763747603	7.231795187	6.490402419	5.283216826	6.226993781	6.258525939	6.375241034	5.316653715	9.333455152	3.274554837	4.715546405	8.010465042	5.140253646	5.850465411	6.376484086	6.302978812	5.573563303	3.191605548	5.595238435	5.361743291	4.849051627	4.436997208	4.990787705	4.658870967	4.678249315	4.083072771	4.13696538	
Malawi	MWI	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		7.639597855	0.668364743	-1.391078517	2.661103268	13.61649342	13.24903632	7.281549943	-1.923079168	5.882359893	0.479297978	16.21856363	6.231349008	2.300661571	7.175963618	6.08682381	4.997731243	4.918031369	9.745068027	4.39615374	0.406746413	-5.290119219	2.503453814	3.718709051	5.360304094	4.570982302	-0.214802518	1.625239182	3.177291278	1.344689707	5.692294494	8.730231844	-7.332978161	9.691840296	-10.24018174	16.72881759	7.316681492	3.792419129	3.895253619	3.042278078	1.576077861	-4.974963862	1.700000005	5.705639445	5.42049771	3.268725803	4.700000012	9.599999993	7.639736784	8.32811026	6.874065646	5.132054361	4.68375185	3.99920331	5.960154616	5.521393913	5.238660615	3.978687268		
Malaysia	MYS	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG												6.659235528	21.4614607	38.4483781	31.84468796	9.063313285	-1.695649068	21.75184001	7.742737175	4.042780397	23.51297402	19.48151537	3.696895542	3.798908235	5.396201364	-1.017393889	-7.481278856	6.505378148	13.46397336	25.38447403	18.53912322	14.9027526	12.88327783	20.00228674	13.2898003	7.243309911	9.304299154	10.22193706	-6.453952358	5.522684981	7.492734102	4.388787359	7.472017918	3.961579756	7.148185877	8.568165675	6.895570437	18.65529412	8.639044436	2.455643091	5.290313563	7.180884458	6.636520191	6.025750884	6.767933189	5.335646935	5.713417612	6.353714523	6.91112606	
North America	NAC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																							4.468743945	4.435311506	3.75596519	2.190978584	2.243815878	2.563333469	3.115655606	4.032191813	2.587524367	1.717988407	0.692113706	-1.135726205	2.353330821	1.782919138	2.179863626	1.197267824	2.407863909	2.725598515	1.836171864	2.130583576		
Namibia	NAM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						11.38866876	8.19877309	2.016895791	2.709319887	1.657674668	2.674947856	3.420704734	2.311577893	2.698958295	3.250922532	8.769210715	6.341954245	4.276210382	-5.864380195	3.689581491	5.161535694	3.845530606	2.95969709	3.044049636	3.803498492	3.346412889	1.024604268	6.712647171	9.845268014	1.329576376	5.130953722	7.664372594	5.148295301	6.045118922	4.602407338	7.440869783	3.872982469	7.307106862	7.672499035	7.897421004	3.611796082	-1.563349973	-2.301252958	
New Caledonia	NCL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Niger	NER	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																3.236251468	1.232694253	5.469541846	1.25344207	5.566241985	3.757154252	6.468008828	9.515948476	7.252140579	2.707872211	4.355253091	6.376835754	
Nigeria	NGA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																							3.174369995	-0.718156187	-3.799597275	2.720235531	3.187366181	3.307543318	4.932933048	4.58869515	6.491003701	2.748868418	3.482541889	3.580502959	1.874033973	1.97322899	2.500908394	3.642585641	4.654346336	4.004039803	3.3500816	7.389063754	11.38343394	2.553454879	19.99840315	10.63187136	12.3700916	12.85628591	13.00123116	12.42736283	12.87525816	4.896371563	3.968698632	8.383539349	6.845993144	4.781039635	-0.815421274	-0.913446479	1.827288841	
Nicaragua	NIC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		5.041361011	4.186399066	11.07689958	10.41838625	9.714447084	4.006237982	4.496819181	5.695021036	2.941874259	6.168856111	3.221177038	0.755920599	7.755281894	13.42143211	-2.475379039	5.621224061	7.321746019	-15.83559339	-31.65553459	13.73280415	4.941883347	-2.628980036	0.201566311	-3.276230989	-6.384951649	-0.036790717	0.47279316	-11.90791513	-2.231705076	-0.138350902	3.563923012	1.257045604	-2.145837559	22.58558131	4.845521186	6.352954588	6.233854976	6.379485783	7.592971413	3.459684528	3.719525376	3.098977566	4.297056201	5.134967092	3.645383542	4.861423452	4.620513703	6.026241379	-1.406821036	5.522956263	4.344170023	5.208360413	4.808440716	5.066424622	5.164308714	5.396120938	4.579318163	-4.669170312	
Netherlands	NLD	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG											7.847641867	6.734787991	4.739483889	6.673638284	5.527122407	2.484201236	4.681952809	3.785622916	4.514211464	3.434056026	2.292379684	1.278641009	-0.10134152	2.318097724	2.638883922	2.287179747	2.693870842	2.476499972	2.436951513	4.208930487	4.502687996	2.742948353	1.908646367	1.823304865	2.58841714	3.337884038	3.78772697	5.702797242	5.229734469	4.971345485	4.718276931	2.551682971	0.380516321	0.590442743	1.768959114	2.136971268	3.826471285	3.747317117	2.623579991	-2.110028038	1.531002936	1.997987703	-0.369813165	0.312712669	1.826174935	2.094397169	1.872161042	2.544760479	2.410869953	
Norway	NOR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG												4.652831351	4.958327781	3.199629788	5.742517287	4.254724292	7.507397248	4.152352827	0.515168125	4.43876213	4.830122694	3.04498462	0.038697002	1.977884645	5.383256937	5.867043221	3.50131265	1.179804349	1.241920618	-0.763521974	2.212547555	3.536380586	2.290595461	3.340528317	3.902120041	2.61733238	3.810232669	4.655709245	5.47750628	3.594653226	3.0710829	2.20996626	1.119021622	1.272374854	4.092446169	3.904304055	4.789989296	4.469371905	1.524919585	-0.756776827	2.181964385	1.788237627	2.952848965	2.109748663	2.116473779	2.165859799	1.341115176	1.684311189	2.523490749	
Nepal	NPL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG							1.186598448	1.986921425	0.644577319	5.071273847	4.734579489	-6.136030953	5.058104674	-17.84179349	6.799325395	0.733473119	6.441913166	4.591947419	6.807690923	1.853827647	1.295091792	3.725510458	2.821473827	-5.178085678	10.79303973	4.030109504	5.13992506	4.271442742	6.697269494	4.069206176	3.500888161	9.536084604	6.572956763	6.497128795	7.31096724	5.106471871	5.5691848	4.93361722	5.820149928	5.27101682	6.207829678	5.716403363	-1.77664319	3.678764	6.81946908	3.327940228	5.628250641	4.511362796	7.349897202	6.001979749	5.825803617	3.424821423	5.011462567	5.727379108	6.215600745	4.630272006	2.351486199	8.088535114	7.160607403	
Nauru	NRU	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
New Zealand	NZL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																			2.610276454	1.23640675	0.747882721	3.002163989	0.866871491	3.996257745	3.521766763	3.861668425	8.633675988	1.500940849	0.75620885	0.360636614	0.418555971	0.170276431	2.155766698	5.10124609	4.71170567	5.309034022	3.009303248	2.66460119	2.297098085	5.575165301	3.864154172	4.918384895	3.764556418	4.037605179	4.627792553	3.830111662	3.92416326	3.673926911	0.212479522	-0.004719798	2.656923142	2.887520654	1.948311917	3.14312906	3.303124011	3.448118536	3.924033863	3.533698648		
OECD members	OED	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																							3.235254209	3.306896632	3.842162798	2.327973174	1.989060322	1.948864146	2.751790025	3.149909055	2.793239486	2.547931233	0.906120029	-1.597039904	1.994275792	1.956269148	1.63556072	1.408547605	1.828309464	2.313345837	1.762645268	1.916878248		
